,band_gap
0.0983999999999998,1
0.0986,1
0.0989000000000004,1
0.0991999999999997,1
0.0992000000000001,1
0.0993999999999997,1
0.0996999999999999,1
0.1003,1
0.1015999999999999,1
0.102,1
0.1021,1
0.1026999999999995,1
0.1028000000000002,1
0.1033999999999997,1
0.1035999999999996,2
0.1036999999999999,1
0.1041999999999996,1
0.1045000000000002,1
0.1045000000000007,1
0.1050999999999997,1
0.1051999999999999,1
0.1053000000000006,1
0.1055999999999999,1
0.1059000000000001,2
0.1061,1
0.1063,1
0.1063999999999998,1
0.1071000000000002,1
0.1074000000000001,1
0.1086,3
0.1091999999999999,1
0.1093999999999999,1
0.1095000000000001,1
0.1096999999999996,1
0.1097999999999999,1
0.1100000000000003,1
0.1106000000000007,1
0.1107999999999997,1
0.1116000000000001,1
0.1117999999999996,1
0.1118,1
0.1126,1
0.1129,1
0.113199999999999,1
0.1132999999999988,1
0.1134,1
0.1134999999999997,1
0.1135000000000001,1
0.1137999999999999,1
0.1139000000000001,1
0.1145,1
0.1147,1
0.1150999999999999,1
0.1155999999999997,1
0.1166999999999998,1
0.1167000000000002,1
0.1168999999999997,1
0.1172999999999999,1
0.1174999999999997,1
0.1178999999999996,1
0.1182999999999999,1
0.1184999999999991,1
0.1185,1
0.1185999999999998,1
0.1188000000000002,2
0.119200000000001,1
0.1193999999999997,1
0.1195000000000003,1
0.1195999999999992,1
0.1196,1
0.1196999999999999,1
0.1199000000000003,1
0.1206,2
0.1206999999999993,1
0.1207,1
0.1208,2
0.1213000000000001,1
0.1218999999999999,1
0.1221000000000001,1
0.1224000000000007,1
0.1227999999999998,1
0.123,1
0.1230000000000002,1
0.1232000000000006,1
0.1233000000000004,1
0.1236,1
0.1237000000000003,1
0.1239999999999996,1
0.1241999999999996,1
0.1244,1
0.1246,1
0.1247000000000007,1
0.1249999999999998,1
0.1252999999999997,1
0.1256000000000003,1
0.1257000000000001,1
0.1257999999999999,1
0.1260000000000003,1
0.1261999999999998,1
0.1267,1
0.1272999999999999,1
0.1274000000000001,1
0.1275,1
0.1280999999999998,1
0.1282999999999998,2
0.1287000000000002,1
0.1288999999999998,1
0.129,1
0.1292999999999997,1
0.1295,1
0.1295999999999999,2
0.1301000000000001,1
0.1306999999999999,1
0.1307,1
0.1307999999999998,1
0.1309999999999993,1
0.1311,1
0.1311999999999999,1
0.1322999999999998,1
0.1323000000000007,1
0.1324999999999998,1
0.1326,1
0.1328999999999993,1
0.133,1
0.1333000000000002,1
0.1335999999999999,1
0.1338000000000008,1
0.1339000000000001,1
0.1349,1
0.1356999999999999,1
0.1357999999999999,1
0.1362,1
0.1364,1
0.1368999999999998,1
0.1372,1
0.1374000000000004,1
0.1377999999999999,1
0.1383999999999998,1
0.1384000000000003,1
0.1394999999999999,1
0.1400999999999994,1
0.1405,1
0.1410999999999997,1
0.1412,1
0.1413,1
0.1414999999999999,1
0.1416000000000004,1
0.1419999999999999,2
0.1422999999999998,1
0.1425999999999998,1
0.1436000000000001,1
0.1436999999999999,2
0.1438,1
0.1440999999999999,1
0.1444,1
0.1444999999999998,1
0.1446,1
0.1447999999999999,1
0.1448999999999998,1
0.1452,1
0.1460000000000003,1
0.1461000000000001,1
0.1466000000000002,1
0.1469,1
0.1475999999999997,1
0.1478000000000001,1
0.1482000000000001,2
0.1492999999999997,1
0.1500000000000003,1
0.1501999999999999,1
0.1503999999999998,1
0.1511,1
0.1512000000000002,1
0.1513,2
0.1516999999999999,1
0.1517000000000008,1
0.1520000000000001,2
0.1520999999999999,1
0.1523000000000003,1
0.1528,1
0.1529000000000002,1
0.153,1
0.1537999999999999,1
0.1551,2
0.1552999999999995,1
0.1554000000000002,1
0.1555,1
0.1558999999999999,1
0.1559999999999997,1
0.1562999999999998,1
0.1564999999999994,1
0.1573999999999999,1
0.1575999999999999,1
0.1577999999999999,2
0.1578999999999997,1
0.1581999999999999,1
0.1592,1
0.1593,1
0.1595999999999999,1
0.1600999999999999,1
0.1601000000000003,1
0.1601999999999996,1
0.1608,1
0.1609999999999996,1
0.1611000000000002,1
0.1614,1
0.1615999999999999,2
0.1616999999999997,1
0.1619000000000001,1
0.1623000000000001,1
0.1623999999999998,2
0.1625999999999994,1
0.1628000000000002,1
0.163,1
0.1631,1
0.1639999999999997,1
0.1644000000000001,1
0.1651,1
0.1654,1
0.1654999999999997,1
0.1657999999999999,2
0.1659000000000001,1
0.1659999999999999,1
0.1663999999999994,1
0.1664000000000003,1
0.1665000000000001,1
0.1667,1
0.1669,1
0.1669999999999998,1
0.1672,1
0.1672000000000002,1
0.1676999999999999,1
0.1677999999999997,1
0.1682000000000005,1
0.1685999999999996,1
0.1687000000000003,1
0.169,1
0.1695000000000002,2
0.1696999999999999,1
0.1697999999999995,1
0.1703999999999998,1
0.1706000000000003,1
0.1710000000000002,1
0.1711,1
0.1713,1
0.1714999999999999,1
0.1717999999999993,1
0.1726000000000001,1
0.1728,1
0.1728999999999998,1
0.1733000000000002,1
0.1735000000000006,1
0.1735999999999999,1
0.1743999999999999,1
0.1749,2
0.1752000000000002,1
0.1753,1
0.1754000000000002,1
0.1761999999999997,1
0.1766999999999998,1
0.1766999999999999,1
0.1767000000000003,1
0.1767999999999999,1
0.1771999999999995,1
0.1774000000000004,1
0.1778000000000004,1
0.1787999999999998,1
0.1791,1
0.1795999999999997,2
0.1796000000000002,2
0.1796999999999999,1
0.1800999999999999,1
0.1806999999999998,1
0.1809000000000002,1
0.1811000000000002,1
0.1813000000000002,1
0.1817000000000002,1
0.1825999999999998,1
0.1828000000000003,1
0.1829000000000005,1
0.1831999999999993,1
0.1833,1
0.1835000000000004,1
0.1836000000000002,1
0.1839000000000004,1
0.1842999999999999,1
0.185,1
0.1859000000000001,1
0.1862999999999997,1
0.1866000000000003,1
0.1869,1
0.1870000000000002,1
0.1873,1
0.1873000000000004,1
0.1884999999999994,1
0.1884999999999999,1
0.1885000000000003,1
0.1888,1
0.1888999999999994,1
0.1894,1
0.1896,1
0.1896000000000004,1
0.1901000000000001,1
0.1901999999999999,1
0.1902999999999997,1
0.1905000000000001,1
0.1905999999999998,1
0.1907000000000001,1
0.1908999999999996,1
0.1909,2
0.1911000000000005,1
0.1913,2
0.1915,1
0.1916999999999999,1
0.1918000000000002,1
0.1920000000000001,1
0.1920999999999999,1
0.1922000000000001,1
0.1922999999999999,2
0.1923,1
0.1926000000000001,1
0.1932,1
0.1933000000000002,1
0.1935000000000002,1
0.1939999999999999,1
0.1940999999999997,1
0.1941999999999994,1
0.1943000000000001,1
0.1943999999999999,1
0.1946999999999992,1
0.1948000000000003,1
0.1953000000000004,1
0.1955,1
0.1956999999999999,1
0.1960999999999999,1
0.1961999999999997,1
0.1962999999999999,1
0.197,3
0.1971,1
0.1972999999999998,1
0.1976,2
0.1977000000000002,1
0.1977999999999999,1
0.1984999999999996,1
0.1985000000000001,1
0.1986000000000003,1
0.1987000000000001,1
0.1988000000000003,1
0.1993,1
0.1995,1
0.1995000000000004,2
0.1995999999999997,1
0.2002999999999999,1
0.2015000000000002,1
0.2019000000000002,1
0.2033,1
0.2033999999999998,1
0.2036,1
0.2046000000000001,1
0.2046999999999998,1
0.2048000000000001,1
0.2053000000000002,1
0.2055999999999995,1
0.2057000000000002,1
0.2058999999999997,1
0.2070999999999996,1
0.2071,1
0.2071999999999998,1
0.2074999999999995,1
0.2075000000000004,1
0.2076000000000002,1
0.2078999999999999,1
0.2081999999999999,1
0.2093999999999996,2
0.2097999999999995,1
0.2100999999999997,1
0.2106999999999996,1
0.2107000000000001,1
0.2107999999999998,1
0.2109000000000001,1
0.2109000000000005,1
0.2114999999999995,1
0.2115999999999998,1
0.2121000000000004,1
0.2121999999999997,1
0.2122999999999999,1
0.2123999999999997,1
0.2126000000000001,1
0.2126999999999999,1
0.2134999999999998,1
0.2137000000000002,1
0.2138,1
0.214,1
0.2145000000000001,1
0.2149000000000001,1
0.2153999999999998,1
0.2164999999999999,1
0.2168000000000001,1
0.2169000000000007,1
0.217,1
0.2173999999999996,1
0.2176999999999997,1
0.2179000000000002,1
0.2179999999999999,1
0.2180999999999997,2
0.2183000000000001,1
0.2185999999999999,2
0.2187999999999998,1
0.2188000000000003,1
0.2194000000000002,1
0.2195,1
0.2198999999999999,1
0.2199999999999997,1
0.2211999999999996,1
0.2214999999999998,1
0.2216999999999998,1
0.2222999999999999,1
0.2226,1
0.2238,1
0.2238999999999995,1
0.2241999999999997,1
0.2245999999999999,1
0.2246000000000005,1
0.2250999999999994,1
0.2251000000000003,1
0.2252,1
0.2252999999999998,1
0.2260999999999997,1
0.2267,1
0.2275,1
0.2277,1
0.2277999999999997,1
0.2284999999999999,1
0.2294999999999998,1
0.2298,1
0.2300999999999999,1
0.2302000000000004,1
0.2302999999999997,1
0.2306,1
0.2309999999999998,1
0.2313,1
0.2315999999999998,1
0.2319999999999997,1
0.2324000000000001,1
0.2324999999999999,1
0.2327000000000003,1
0.2328999999999998,1
0.2330000000000005,1
0.2332,1
0.2335000000000002,1
0.2343999999999999,1
0.2345999999999994,1
0.2345999999999999,1
0.2353999999999998,1
0.2356000000000002,1
0.2356999999999995,1
0.2358000000000002,1
0.2362000000000002,1
0.2366999999999999,1
0.2385999999999999,1
0.2387000000000005,1
0.2389999999999998,1
0.2397,1
0.2400999999999995,1
0.2403999999999997,1
0.2405999999999997,2
0.2408999999999999,1
0.2410999999999994,1
0.2411000000000003,1
0.2412999999999998,1
0.2414999999999998,1
0.242,1
0.2422000000000004,1
0.2427999999999999,1
0.2431999999999998,1
0.2432999999999996,1
0.2435,1
0.2438,1
0.2440000000000002,1
0.2442999999999999,1
0.2443999999999997,1
0.2452,1
0.246,1
0.2461999999999999,1
0.2464000000000004,1
0.2465000000000001,1
0.2465999999999999,1
0.2470999999999996,1
0.2471000000000005,1
0.2472000000000001,1
0.2474999999999996,1
0.2481999999999997,1
0.2482999999999999,1
0.2486000000000001,1
0.2487999999999997,1
0.2490999999999998,1
0.2491000000000003,1
0.2496,1
0.2498,1
0.2504,1
0.2505000000000001,1
0.2509000000000005,1
0.2509999999999999,1
0.2512000000000007,1
0.2515,1
0.2520000000000002,1
0.2524999999999995,1
0.2525999999999999,1
0.2528999999999994,1
0.2530999999999999,1
0.2538999999999998,1
0.2539999999999995,1
0.2540999999999993,1
0.2550000000000003,1
0.2557,1
0.2559,1
0.2562000000000002,1
0.2568999999999999,1
0.2569999999999997,1
0.2570999999999994,1
0.2576999999999998,1
0.258,1
0.2580999999999999,1
0.2595999999999998,1
0.2597,2
0.2599,2
0.2602000000000002,1
0.2606000000000001,1
0.2610000000000001,1
0.2614000000000001,1
0.2620999999999998,1
0.2622,1
0.2626999999999997,1
0.2636000000000003,1
0.2637,2
0.2641,1
0.2641000000000002,1
0.2643999999999997,1
0.2647999999999997,1
0.2650999999999994,1
0.2651000000000003,1
0.2655,1
0.2657999999999996,1
0.2658000000000005,1
0.2667999999999999,1
0.2670000000000003,1
0.2681000000000004,1
0.2690999999999999,1
0.2709000000000001,2
0.2715999999999998,1
0.2716000000000003,1
0.2717,1
0.2719,1
0.2720999999999995,1
0.2721999999999998,1
0.2722999999999995,1
0.2723,1
0.2724999999999999,1
0.2730000000000006,1
0.2734000000000001,1
0.2742,1
0.2742999999999993,1
0.2744,1
0.2746999999999997,1
0.2747999999999999,1
0.2751000000000001,1
0.2754000000000003,1
0.2755000000000001,1
0.2756999999999996,1
0.2759,1
0.2763,1
0.2764000000000002,1
0.2764999999999995,1
0.2765999999999993,1
0.2778,1
0.2792000000000003,1
0.2793000000000001,1
0.2794000000000001,1
0.2797,1
0.2799,1
0.2803999999999997,1
0.2804000000000002,1
0.2804999999999999,1
0.2805999999999997,1
0.2806999999999995,1
0.2809,1
0.2817999999999996,1
0.2818000000000005,1
0.2819000000000002,1
0.282,1
0.2823000000000002,1
0.2825,1
0.2838000000000003,1
0.2842000000000002,1
0.2844000000000002,1
0.2846999999999999,2
0.2850000000000001,2
0.2850999999999999,2
0.2855000000000007,1
0.2856000000000001,1
0.2858,1
0.286,1
0.2860000000000005,1
0.2861000000000002,1
0.2862,1
0.2862000000000001,1
0.2862999999999998,1
0.2864,1
0.2866999999999997,1
0.2866999999999999,1
0.2869999999999999,1
0.2874999999999996,1
0.2877,1
0.2878000000000007,1
0.2890000000000001,1
0.2890000000000006,1
0.2894999999999998,1
0.2896000000000001,1
0.2896999999999998,1
0.2897999999999998,1
0.29,2
0.2904,1
0.2909999999999999,1
0.2911000000000001,1
0.2911999999999999,1
0.2913999999999994,1
0.2915000000000001,1
0.2918999999999996,1
0.2921,1
0.2921999999999998,1
0.2925,1
0.2926999999999999,2
0.2927,1
0.2931000000000008,1
0.2934999999999998,1
0.2935000000000003,1
0.2935999999999996,1
0.2936000000000001,1
0.2941999999999996,1
0.2946,1
0.2953999999999999,1
0.2957999999999998,1
0.2970000000000001,2
0.2971000000000003,1
0.2974000000000001,1
0.2976000000000001,1
0.2978,1
0.2984,2
0.2986,1
0.2987000000000002,1
0.2991000000000001,1
0.2991999999999999,1
0.2999,1
0.2999999999999998,2
0.3014999999999999,1
0.3015000000000001,1
0.3018,1
0.3018999999999998,1
0.3027000000000006,1
0.3032000000000003,1
0.3033999999999999,1
0.3047000000000004,2
0.3048000000000002,1
0.3049999999999997,1
0.3052000000000001,1
0.3054,1
0.306,1
0.3064,2
0.3065,1
0.3067999999999999,1
0.307,1
0.3083,1
0.3084000000000002,1
0.3087,1
0.3088000000000006,1
0.3092000000000001,1
0.3094000000000001,1
0.3101999999999996,1
0.3106,1
0.3106000000000009,1
0.3109000000000006,1
0.3113000000000001,1
0.3114999999999996,1
0.3114999999999999,1
0.3117000000000001,1
0.3118999999999996,1
0.3121,2
0.3123,1
0.3128999999999999,1
0.3138000000000001,1
0.3138000000000005,1
0.3138999999999998,1
0.3148000000000002,1
0.3151999999999999,1
0.3161000000000005,1
0.3168000000000006,1
0.3169999999999999,1
0.3182999999999999,1
0.3186,2
0.3187000000000006,1
0.3190999999999999,1
0.3193999999999999,1
0.3194999999999997,1
0.3195000000000001,1
0.3197999999999998,1
0.3198000000000003,1
0.3198999999999996,1
0.3201,1
0.3203,1
0.3203999999999993,1
0.3204000000000002,1
0.3213000000000001,1
0.3214999999999999,1
0.3222,3
0.3223000000000002,1
0.3226,1
0.3237000000000005,1
0.3238,1
0.3242,1
0.3242999999999998,1
0.3243999999999998,1
0.3245,1
0.3250000000000002,1
0.3255000000000003,1
0.3256999999999999,1
0.3259000000000001,1
0.3260000000000005,1
0.3267,1
0.3269999999999999,2
0.3270999999999997,1
0.3276000000000003,1
0.3279999999999998,2
0.3280000000000003,1
0.3282999999999996,1
0.3285999999999998,1
0.3290000000000006,1
0.3291000000000001,1
0.33,1
0.3304,1
0.3305000000000007,1
0.3308,1
0.3308999999999999,1
0.3309999999999995,1
0.3311999999999999,1
0.3314000000000003,1
0.3314999999999997,1
0.3322000000000003,1
0.3334000000000001,1
0.3338999999999998,1
0.3340999999999999,1
0.3342,1
0.3348999999999993,1
0.3351999999999995,1
0.3354000000000003,1
0.3357000000000001,1
0.3361999999999998,1
0.3364000000000002,1
0.3368000000000002,1
0.3369,1
0.3372000000000001,1
0.3380000000000001,1
0.3383000000000002,1
0.3384,1
0.3389999999999999,1
0.3393999999999999,1
0.3397000000000001,1
0.3397000000000005,1
0.3402,1
0.3403999999999998,2
0.3404999999999996,1
0.3405,1
0.3411999999999997,1
0.3412999999999999,1
0.3416000000000001,1
0.3416999999999994,1
0.3416999999999999,1
0.3418999999999998,1
0.3420999999999998,1
0.3422999999999998,1
0.3425000000000002,1
0.3428,1
0.3429999999999999,1
0.3433999999999999,1
0.3444999999999996,1
0.3448,1
0.3448000000000002,1
0.3449999999999997,1
0.3450999999999999,1
0.3452000000000002,1
0.3453999999999997,1
0.3460000000000001,1
0.3460999999999998,1
0.3461999999999999,1
0.3464,1
0.3468,1
